"company_id","company_name"
"1","롯데지알에스(주)"
"2","(주)이랜드파크"
"3","(주)이디야"
"4","(주)더본코리아"
"5","(주)탐앤탐스"
"6","(주)더벤티코리아"
"7","(주)달콤"
"8","(주)세컨드찬스"
"9","(주)커피에반하다"
"10","(주)맥스원이링크"
"11","(주)앤하우스"
"12","(주)매머드커피랩"
"13","(주)카페봄봄"
"14","(주)에스앤큐플러스"
"15","(주)제이엠커피컴퍼니"
"16","(주)다빈치"
"17","(주)커피만컴퍼니"
"18","(주)비브라더스"
"19","(주)루앤비"
"20","(주)카페원플러스원"
"21","(주)비케이컴퍼니"
"22","(주)파리크라상"
"23","(주)희천"
"24","(주)커피베이"
"25","투썸플레이스㈜"
"26","㈜베모스"
